MigVolatge,MigCurrent,TigVolatge,TigCurrent,Encoder
0.028465,0.063513,2.057554,-0.30602,0
0.053959,0.126672,2.21698,-0.211198,0
0.009344,0.095092,2.025668,-0.590487,0
0.009344,0.22141,1.961898,-0.242806,0
0.009344,0.189831,2.185094,-0.147983,0
0.041212,0.158251,2.21698,0.010054,0
0.117696,0.505626,2.34452,0.073268,0
0.066707,0.25299,2.34452,-0.084769,0
0.136817,0.316149,2.312635,-0.527272,0
0.124069,6.253095,2.312635,-0.053161,0
0.07308,0.063513,2.248865,-0.084769,0
0.082641,2.368816,2.185094,-0.274413,0
0.089014,0.126672,2.057554,-0.337628,0
0.101762,-0.031226,2.28075,-0.242806,0
0.047586,-0.252282,1.738702,4.940808,0
0.108135,0.158251,2.248865,-0.147983,0
0.104948,0.063513,2.21698,-0.211198,0
0.350333,0.22141,5.118533,2.285786,0
0.114509,0.126672,5.437385,-0.780131,0
0.085828,0.063513,2.185094,-0.211198,0
0.066707,0.095092,2.121324,-0.274413,0
0.066707,0.126672,2.153209,-0.242806,0
0.076267,0.158251,1.993783,-0.242806,0
0.034839,0.126672,2.025668,-0.30602,0
0.050773,0.22141,2.567717,-0.147983,0
0.047586,0.379308,2.440176,-0.021554,0
0.060333,0.410887,2.408291,0.073268,0
0.069894,0.284569,2.376406,-0.053161,0
0.057146,0.25299,2.248865,-0.116376,0
0.114509,3.442519,2.185094,-0.906561,0
0.085828,0.000354,2.121324,-0.179591,0
0.101762,0.063513,5.851892,-0.906561,0
0.079454,0.095092,2.248865,-0.337628,0
0.082641,0.095092,2.121324,-0.179591,0
0.085828,1.200375,1.738702,-0.716917,0
0.117696,0.126672,2.28075,-0.116376,0
0.175058,-1.231247,5.979433,0.262913,0
0.092201,0.095092,2.34452,-0.242806,0
0.076267,0.126672,2.34452,-0.179591,0
0.057146,0.126672,2.089439,-0.179591,0
0.066707,0.158251,2.089439,-0.211198,0
0.041212,0.063513,2.057554,-0.242806,0
0.047586,0.126672,2.025668,-0.242806,0
0.031652,0.189831,2.089439,-0.242806,0
0.041212,0.284569,2.153209,-0.116376,0
0.047586,0.474046,2.440176,0.010054,0
0.079454,0.316149,1.993783,3.644905,0
0.095388,0.316149,2.34452,0.041661,0
0.101762,0.316149,2.21698,-0.053161,0
0.098575,-0.757554,5.756237,0.168091,0
0.124069,0.031933,2.21698,-0.211198,0
0.124069,0.095092,2.185094,-0.242806,0
0.108135,0.22141,2.089439,-0.147983,0
0.066707,-0.189123,2.248865,-0.242806,0
0.098575,0.031933,2.312635,-0.179591,0
0.114509,0.158251,2.21698,-0.147983,0
0.120883,0.189831,2.886569,-0.274413,0
0.082641,0.095092,2.21698,-0.242806,0
0.082641,0.126672,2.248865,-0.179591,0
0.082641,0.126672,2.089439,-0.211198,0
0.085828,0.095092,2.153209,-0.211198,0
0.089014,-0.031226,2.057554,-0.211198,0
0.06352,0.22141,2.089439,-0.242806,0
0.069894,0.158251,1.993783,-0.179591,0
0.006157,0.22141,2.440176,-0.179591,0
0.041212,0.379308,2.503946,0.010054,0
0.053959,0.347728,2.312635,-0.021554,0
0.114509,0.347728,2.408291,0.010054,0
0.117696,0.284569,2.248865,-0.021554,0
0.111322,0.063513,2.185094,-0.211198,0
0.13363,0.158251,2.21698,-0.242806,0
0.114509,0.063513,2.854684,-0.30602,0
0.124069,-0.031226,2.21698,-0.147983,0
0.13363,0.158251,2.376406,-0.116376,0
0.14319,1.800385,2.440176,0.136483,0
0.092201,0.189831,2.057554,-0.179591,0
0.124069,0.063513,2.153209,-0.147983,0
0.076267,0.22141,4.799681,0.262913,0
0.089014,0.095092,2.185094,-0.242806,0
0.047586,0.316149,2.312635,4.277053,0
0.095388,0.158251,2.153209,-0.242806,0
0.053959,0.095092,2.057554,-0.274413,0
0.060333,0.158251,1.802472,-0.274413,0
0.038025,0.158251,1.993783,-0.211198,0
0.057146,0.031933,1.48362,-0.242806,0
0.034839,0.410887,2.472061,0.073268,0
0.057146,2.558293,2.34452,-0.021554,0
0.13363,0.379308,2.248865,0.073268,0
0.104948,0.189831,1.930013,-0.021554,0
0.076267,0.095092,2.153209,-0.179591,0
0.076267,0.063513,2.21698,-0.30602,0
0.066707,-0.031226,2.535832,1.053098,0
0.098575,0.095092,2.153209,-0.242806,0
0.079454,0.063513,2.312635,-0.147983,0
0.130443,0.25299,2.312635,-0.147983,0
0.14319,0.158251,2.185094,-0.811739,0
0.130443,0.095092,2.21698,-0.400843,0
0.162311,0.316149,2.248865,0.831846,0
0.114509,0.189831,2.21698,-0.179591,0
0.069894,0.095092,2.089439,-0.211198,0
0.044399,0.031933,2.185094,0.326128,0
0.057146,0.474046,2.185094,-0.179591,0
0.29297,2.621452,2.312635,2.285786,0
0.041212,0.158251,2.025668,-0.211198,0
0.025278,0.22141,2.153209,-0.021554,0
0.034839,0.442467,2.503946,0.073268,0
